snʔippstn	s n i p p s t n 
sxʷɬciltm	s h u ɬ tʃ i l t m 
snkmaqs	s n k m a k s 
smyɬsqltmixʷ	s m i ɬ s k l t m i h u 
slxʷaʔílsm	s l h u a i l s m 
sqʷqʷaʕʷqʷut	s k w k w a k w u t 
sklwis	s k l w i s 
sckɬpaʔx	s tʃ k ɬ p a ʍ 
slaxts	s l a ʍ t s 
skʷap	s k w a p 
saʔlícaʔ	s a l i tʃ a 
smmspintk	s m m s p i n t k 
sitia	s i t i a 
sxʷkamtíltm	s h u k a m t i l t m 
stnxícaʔ	s t n ʍ i tʃ a 
smyɬylmixʷm	s m i ɬ i l m i h u m 
scckasqt	s tʃ tʃ k a s k t 
sttmlscut	s t t m l s tʃ u t 
sɬaqʷqʷɬqʷt	s ɬ a k w k w ɬ k w t 
smcmaʕcs	s m tʃ m a tʃ s 
sxʷyitkʷ	s h u i i t k w 
skskak	s k s k a k 
skʷlsyaʕ	s k w l s i a 
sʔamxlwístn	s a m ʍ l w i s t n 
skʷut	s k w u t 
snkɬkʷliwtn	s n k ɬ k w l i w t n 
skɬcqap	s k ɬ tʃ k a p 
siws	s i w s 
snsʕaɬqʷ	s n s a ɬ k w 
txilxʷtn	t ʍ i l h u t n 
tkaʔkaʔɬílm	t k a k a ɬ i l m 
txsícaʔ	t ʍ s i tʃ a 
tkʔaslmíst	t k a s l m i s t 
tkmkmxstínaʔ	t k m k m ʍ s t i n a 
tkʷrkʷrcaqstxn	t k w r k w r tʃ a k s t ʍ n 
txʷcpikst	t h u tʃ p i k s t 
tqwsikn	t k w s i k n 
txíxiʔ	t ʍ i ʍ i 
txpalqʷ	t ʍ p a l k w 
tʔap	t a p 
taʔxʷsqlípsm	t a h u s k l i p s m 
tkʷiƛxn	t k w i ǁ ʍ n 
tkʷupxn	t k w u p ʍ n 
tkʷumstn	t k w u m s t n 
tost	t o s t 
tqlqlxʷusxn	t k l k l h u u s ʍ n 
txʷkʷpasqt	t h u k w p a s k t 
twn	t w n 
txʷtxʷcnuɬ	t h u t h u tʃ n u ɬ 
tƛkwtups	t ǁ k w t u p s 
trqsqilxʷ	t r k s k i l h u 
tim	t i m 
titm	t i t m 
txʷtxʷsamaʔ	t h u t h u s a m a 
til	t i l 
txʷsʔamnsqaxaʔm	t h u s a m n s k a ʍ a m 
tyxil	t i ʍ i l 
tayn	t a i n 
tkʔslmist	t k s l m i s t 
tklwsip	t k l w s i p 
tmaxʷ	t m a h u 
tkxkaʔxmncut	t k ʍ k a ʍ m n tʃ u t 
tkʷkʷlkʷíllaʔqʷ	t k w k w l k w i l l a k w 
tɬɬxulaʔxʷ	t ɬ ɬ ʍ u l a h u 
txrutm	t ʍ r u t m 
tmtímaʔ	t m t i m a 
ta	t a 
txʷaxʷqʷnktn	t h u a h u k w n k t n 
tqmqamt	t k m k a m t 
ttmtim	t t m t i m 
tarq	t a r k 
trap	t r a p 
tanyaʔ	t a n i a 
tqʷyqʷyxinmst	t k w i k w i ʍ i n m s t 
tqlwtínaʔ	t k l w t i n a 
tkʷinxn	t k w i n ʍ n 
tatmi	t a t m i 
tkʷitxlx	t k w i t ʍ l ʍ 
tqit	t k i t 
taxʷɬqm	t a h u ɬ k m 
txilxʷsqaxaʔtn	t ʍ i l h u s k a ʍ a t n 
txʷlscut	t h u l s tʃ u t 
tkʷƛqncut	t k w ǁ k n tʃ u t 
tkʷnkʷin	t k w n k w i n 
tkʷnkʷínplaʔ	t k w n k w i n p l a 
tkikstn	t k i k s t n 
tɬ	t ɬ 
tkkɬmílaʔxʷ	t k k ɬ m i l a h u 
tɬaɬ	t ɬ a ɬ 
taʔxʷsnikɬxʷm	t a h u s n i k ɬ h u m 
tulmn	t u l m n 
tanmscín	t a n m s tʃ i n 
taʔxʷstkɬmílxʷ	t a h u s t k ɬ m i l h u 
ticayx	t i tʃ a i ʍ 
tktkɬmilxʷ	t k t k ɬ m i l h u 
taʔxʷɬlʔíw	t a h u ɬ l i w 
taʔxʷsqlíɬcaʔ	t a h u s k l i ɬ tʃ a 
twtwit	t w t w i t 
taʔlíʔ	t a l i 
taʔxʷɬtxʷtlwís	t a h u ɬ t h u t l w i s 
tqʔisxn	t k i s ʍ n 
trrqaq	t r r k a k 
taʕctct	t a tʃ t tʃ t 
tkxnmncut	t k ʍ n m n tʃ u t 
tltutm	t l t u t m 
tmusm	t m u s m 
txʷuym	t h u u i m 
txʷaqʷnkm	t h u a k w n k m 
taw	t a w 
tqltikn	t k l t i k n 
txaxʕíkst	t ʍ a ʍ i k s t 
tmtum	t m t u m 
tntalqn	t n t a l k n 
taʔxʷkɬxʷípmn	t a h u k ɬ h u i p m n 
tqcqclxiws	t k tʃ k tʃ l ʍ i w s 
tixʷ	t i h u 
tkʷƛam	t k w ǁ a m 
taxʷ	t a h u 
tqaccnaʔ	t k a tʃ tʃ n a 
txʷɬcíkʷsxnm	t h u ɬ tʃ i k w s ʍ n m 
taʔxʷɬnwnxʷínaʔtn	t a h u ɬ n w n h u i n a t n 
tkʷkʷarkʷrxnm	t k w k w a r k w r ʍ n m 
tmalxʷst	t m a l h u s t 
tklxmikstn	t k l ʍ m i k s t n 
tkmaqsm	t k m a k s m 
tlxʷmist	t l h u m i s t 
tmixʷ	t m i h u 
tktkítlxm	t k t k i t l ʍ m 
tarmiʔst	t a r m i s t 
tkcilxkn	t k tʃ i l ʍ k n 
ttíɬʔalqʷxn	t t i ɬ a l k w ʍ n 
tlaʔkín	t l a k i n 
taʔxʷɬntkʷíls	t a h u ɬ n t k w i l s 
tah	t a h 
txʷiws	t h u i w s 
tanmusm	t a n m u s m 
tqʷyqʷaʕys	t k w i k w a i s 
tmtmxʷqinxn	t m t m h u k i n ʍ n 
tkitks	t k i t k s 
taʔxʷslaxtm	t a h u s l a ʍ t m 
tqcqcpínas	t k tʃ k tʃ p i n a s 
twixʷ	t w i h u 
tltliws	t l t l i w s 
txm	t ʍ m 
txʷuss	t h u u s s 
typ	t i p 
tkɬmilxʷ	t k ɬ m i l h u 
tkmqniɬ	t k m k n i ɬ 
tmupíl	t m u p i l 
tmxʷulaʔxʷ	t m h u u l a h u 
tkʷixʷkn	t k w i h u k n 
txaʔncnmístm	t ʍ a n tʃ n m i s t m 
tqʷayy	t k w a i i 
tkʷlkʷlwtalaʔqʷ	t k w l k w l w t a l a k w 
tqʔípaʔstn	t k i p a s t n 
tkʷnkʷnim	t k w n k w n i m 
tntant	t n t a n t 
txƛap	t ʍ ǁ a p 
tqqmnwixʷ	t k k m n w i h u 
tlxʷncut	t l h u n tʃ u t 
tqalwtínaʔ	t k a l w t i n a 
tkʷʔut	t k w u t 
talí	t a l i 
tkaʔɬlícaʔ	t k a ɬ l i tʃ a 
tmskʷast	t m s k w a s t 
tqmi	t k m i 
tiʔxlxílm	t i ʍ l ʍ i l m 
tkmaqstxn	t k m a k s t ʍ n 
tum	t u m 
txʷaʔxʷʔílt	t h u a h u i l t 
tkmícaʔ	t k m i tʃ a 
tqnpmncutm	t k n p m n tʃ u t m 
tkʷnxikxtm	t k w n ʍ i k ʍ t m 
trqxnmi	t r k ʍ n m i 
tkɬmikʷkʷt	t k ɬ m i k w k w t 
tiɬx	t i ɬ ʍ 
tqawsíkn	t k a w s i k n 
tkʷlwtisxn	t k w l w t i s ʍ n 
txtat	t ʍ t a t 
tyaqʷ	t i a k w 
txsaqsm	t ʍ s a k s m 
tqiltk	t k i l t k 
tqaʔliscut	t k a l i s tʃ u t 
tkʷtan	t k w t a n 
taʔpapqn	t a p a p k n 
tkʷlcncutn	t k w l tʃ n tʃ u t n 
tkʷuʔkʷiws	t k w u k w i w s 
tkʷnxsqilxʷ	t k w n ʍ s k i l h u 
ttq	t t k 
tqltqalqʷ	t k l t k a l k w 
txan	t ʍ a n 
twmistm	t w m i s t m 
tkmilps	t k m i l p s 
taʔxʷspuʔus	t a h u s p u u s 
tqaʔílsm	t k a i l s m 
txlak	t ʍ l a k 
tqmminm	t k m m i n m 
taʔ	t a 
tkʷlkʷltasqt	t k w l k w l t a s k t 
tkʷmaqs	t k w m a k s 
txlxalkaqs	t ʍ l ʍ a l k a k s 
txmnwsɬniwt	t ʍ m n w s ɬ n i w t 
tkʷmlqʷiksm	t k w m l k w i k s m 
tʔam	t a m 
txʷtpncutm	t h u t p n tʃ u t m 
txiʔxnmí	t ʍ i ʍ n m i 
ttwit	t t w i t 
tklkl	t k l k l 
txʷutxn	t h u u t ʍ n 
tptpqin	t p t p k i n 
twmistn	t w m i s t n 
tkʷnim	t k w n i m 
txwil	t ʍ w i l 
tkkaʔkaʔɬlíkaʔst	t k k a k a ɬ l i k a s t 
tltalap	t l t a l a p 
txʷaʔxʷʔíkst	t h u a h u i k s t 
txtxitkst	t ʍ t ʍ i t k s t 
tɬcinm	t ɬ tʃ i n m 
txqiws	t ʍ k i w s 
txʷ	t h u 
txʷtaxʷmist	t h u t a h u m i s t 
tqyínaʔ	t k i i n a 
tkʷtkʷʔutn	t k w t k w u t n 
tqaʔlwtínaʔ	t k a l w t i n a 
tqʷyaʔsaʕstn	t k w i a s a s t n 
tklklam	t k l k l a m 
taʔxʷsɬíqʷ	t a h u s ɬ i k w 
tkʷaʔkʷaʔsus	t k w a k w a s u s 
tliws	t l i w s 
tqʷaʔqʷʔalmí	t k w a k w a l m i 
txliwsm	t ʍ l i w s m 
tqaʔlsínaʔm	t k a l s i n a m 
txmniws	t ʍ m n i w s 
txʷaxʷayulxn	t h u a h u a i u l ʍ n 
txxaʔtmín	t ʍ ʍ a t m i n 
taʔxʷsxʷqyam	t a h u s h u k i a m 
tcʕap	t tʃ a p 
taʕʷpíkn	t a p i k n 
tqʷlqʷltiw	t k w l k w l t i w 
ttinx	t t i n ʍ 
tqltalqʷ	t k l t a l k w 
txsilps	t ʍ s i l p s 
tkníplaʔ	t k n i p l a 
trqpncut	t r k p n tʃ u t 
tkʷlkʷul	t k w l k w u l 
tp	t p 
tqlwitm	t k l w i t m 
tqʷaʔqí	t k w a k i 
tmtmniʔ	t m t m n i 
txat	t ʍ a t 
tɬxsqaxaʔ	t ɬ ʍ s k a ʍ a 
txʷaʔxʷucps	t h u a h u u tʃ p s 
tkaʔtmí	t k a t m i 
tyap	t i a p 
tqʷaʔlíks	t k w a l i k s 
tqmniws	t k m n i w s 
txwiltnm	t ʍ w i l t n m 
tmlaʔaʔ	t m l a a 
tixʷkʷuk	t i h u k w u k 
tqtínaʔ	t k t i n a 
taʔtʔímkʷ	t a t i m k w 
trmncut	t r m n tʃ u t 
tkilm	t k i l m 
txʷyilsm	t h u i i l s m 
tkaʕʷqnmístm	t k a k n m i s t m 
taʔxʷɬnqʷíctn	t a h u ɬ n k w i tʃ t n 
trqaʔmílaʔ	t r k a m i l a 
tmɬisxn	t m ɬ i s ʍ n 
tpap	t p a p 
tmsqʷacqn	t m s k w a tʃ k n 
txxp	t ʍ ʍ p 
tmoyqn	t m o i k n 
txsik	t ʍ s i k 
tkip	t k i p 
tkaʔkaʔɬís	t k a k a ɬ i s 
taʔxʷɬnínkmn	t a h u ɬ n i n k m n 
trqmiltm	t r k m i l t m 
tmsplip	t m s p l i p 
tkmɬniwt	t k m ɬ n i w t 
tkʔasʔasíl	t k a s a s i l 
tqmtqmiɬp	t k m t k m i ɬ p 
txilp	t ʍ i l p 
tqʷlqʷltíplaʔ	t k w l k w l t i p l a 
tkxkxan	t k ʍ k ʍ a n 
txcakstm	t ʍ tʃ a k s t m 
txtiwsm	t ʍ t i w s m 
tkaʔkaʔɬlíkaʔst	t k a k a ɬ l i k a s t 
tkʷuɬnm	t k w u ɬ n m 
tkʷkʷxʷnʔus	t k w k w h u n u s 
taʔxʷlxlaxt	t a h u l ʍ l a ʍ t 
txʷmut	t h u m u t 
tɬmncut	t ɬ m n tʃ u t 
tkʷillm	t k w i l l m 
tkʷkʷarkʷrxn	t k w k w a r k w r ʍ n 
ttiɬlqʷpqn	t t i ɬ l k w p k n 
txsiws	t ʍ s i w s 
taʔxʷscuqʷiʔ	t a h u s tʃ u k w i 
taʕ	t a 
tqyaps	t k i a p s 
tqyqaʕycaʔ	t k i k a i tʃ a 
txʷɬmrim	t h u ɬ m r i m 
taʔxʷspxpaxt	t a h u s p ʍ p a ʍ t 
txʷaqʷntn	t h u a k w n t n 
txtxam	t ʍ t ʍ a m 
twtwaʔncutm	t w t w a n tʃ u t m 
txʷɬckʷinkm	t h u ɬ tʃ k w i n k m 
tptuplmaɬp	t p t u p l m a ɬ p 
tmɬʔupnkst	t m ɬ u p n k s t 
tkʷkʷxʷnʔups	t k w k w h u n u p s 
trqam	t r k a m 
txlkɬniwtm	t ʍ l k ɬ n i w t m 
txtmscut	t ʍ t m s tʃ u t 
taʔxʷswyapix	t a h u s w i a p i ʍ 
tmɬaxn	t m ɬ a ʍ n 
tqaʔíws	t k a i w s 
taʔxʷsckʷul	t a h u s tʃ k w u l 
tlaʔxíʔ	t l a ʍ i 
tmiws	t m i w s 
tn	t n 
ttmtimtn	t t m t i m t n 
tqltkícaʔ	t k l t k i tʃ a 
txʷɬspqintn	t h u ɬ s p k i n t n 
tkʔupnkst	t k u p n k s t 
taʔxʷscʔíɬn	t a h u s tʃ i ɬ n 
txywilx	t ʍ i w i l ʍ 
txliws	t ʍ l i w s 
txʷtxʷtpmnwixʷ	t h u t h u t p m n w i h u 
txlxlkícaʔ	t ʍ l ʍ l k i tʃ a 
twtiw	t w t i w 
tilxʷ	t i l h u 
txƛpícaʔ	t ʍ ǁ p i tʃ a 
tqiltks	t k i l t k s 
tkʷinkʷnx	t k w i n k w n ʍ 
tpcintn	t p tʃ i n t n 
tmxʷlscut	t m h u l s tʃ u t 
txʷsqʷiylpm	t h u s k w i i l p m 
txwpma	t ʍ w p m a 
taʔxʷslxlaxt	t a h u s l ʍ l a ʍ t 
tʔiwltk	t i w l t k 
titmtn	t i t m t n 
tkill	t k i l l 
tkʷnksnwaxʷ	t k w n k s n w a h u 
tiwm	t i w m 
tqʷaʔmiws	t k w a m i w s 
txtncutn	t ʍ t n tʃ u t n 
taʔxʷsƛxƛxsqaxaʔ	t a h u s ǁ ʍ ǁ ʍ s k a ʍ a 
tkawíwlx	t k a w i w l ʍ 
taʔxʷscíɬn	t a h u s tʃ i ɬ n 
txaʔyawm	t ʍ a i a w m 
tixʷkʷukstm	t i h u k w u k s t m 
tqʷqʷyqʷaʕys	t k w k w i k w a i s 
txnxan	t ʍ n ʍ a n 
taxʷɬq	t a h u ɬ k 
taqʷaʔ	t a k w a 
txa	t ʍ a 
tqxʷikstm	t k h u i k s t m 
tkʷaʔtkʷítpstxn	t k w a t k w i t p s t ʍ n 
taʔxíl	t a ʍ i l 
taʔxʷɬcítxʷ	t a h u ɬ tʃ i t h u 
tqsppusm	t k s p p u s m 
taʔpayaʔqn	t a p a i a k n 
tqʷnqʷnícaʔ	t k w n k w n i tʃ a 
tanmsulaʔxʷ	t a n m s u l a h u 
tɬaxn	t ɬ a ʍ n 
txʷyils	t h u i i l s 
txʷstɬniwt	t h u s t ɬ n i w t 
taʔxʷsqʷqʷsqʷsíʔ	t a h u s k w k w s k w s i 
tqyícaʔ	t k i i tʃ a 
txʷkʷpínaʔ	t h u k w p i n a 
txqplaʔmíst	t ʍ k p l a m i s t 
txʷcin	t h u tʃ i n 
tkɬmikst	t k ɬ m i k s t 
tkʷlwtalqʷ	t k w l w t a l k w 
tupaʔ	t u p a 
tkiktm	t k i k t m 
taʔxʷscmrmrím	t a h u s tʃ m r m r i m 
tqʷqʷuƛaʔxnm	t k w k w u ǁ a ʍ n m 
tkʷkʷaʔtíʔst	t k w k w a t i s t 
txrikstm	t ʍ r i k s t m 
txʷrxʷarkstm	t h u r h u a r k s t m 
tyaqʷt	t i a k w t 
tkʷkʷyínaʔ	t k w k w i i n a 
tytyqʷtuɬ	t i t i k w t u ɬ 
tk	t k 
tqʷaʔqʷʔaltan	t k w a k w a l t a n 
tqiltkm	t k i l t k m 
txirrp	t ʍ i r r p 
tiwɬxʷ	t i w ɬ h u 
tqʷaʕyxn	t k w a i ʍ n 
tkit	t k i t 
txnínaʔ	t ʍ n i n a 
tkrkrus	t k r k r u s 
taʔxʷscmrmmrím	t a h u s tʃ m r m m r i m 
trram	t r r a m 
tiltlxʷt	t i l t l h u t 
tkɬkɬmilxʷ	t k ɬ k ɬ m i l h u 
thim	t h i m 
taʔqínaʔ	t a k i n a 
tkʷitx	t k w i t ʍ 
tqtqwsncut	t k t k w s n tʃ u t 
tlxʷkin	t l h u k i n 
txystíkn	t ʍ i s t i k n 
tímuʔs	t i m u s 
tkmip	t k m i p 
txta	t ʍ t a 
tkʷaʔt	t k w a t 
ttkʷílaʔs	t t k w i l a s 
txʷaxʷʔít	t h u a h u i t 
txssmikst	t ʍ s s m i k s t 
txʷtlscut	t h u t l s tʃ u t 
txxtxítaʔkst	t ʍ ʍ t ʍ i t a k s t 
taʔxʷsqʷsqʷasíʔa	t a h u s k w s k w a s i a 
txʷslip	t h u s l i p 
tkʷulmn	t k w u l m n 
txʷayq	t h u a i k 
txnnwsliwt	t ʍ n n w s l i w t 
tkʷkʷílaʔs	t k w k w i l a s 
twtwaʔncut	t w t w a n tʃ u t 
txlkkniɬxʷ	t ʍ l k k n i ɬ h u 
tmkaʕkaʔst	t m k a k a s t 
txʷyxʷyqin	t h u i h u i k i n 
txaʕyls	t ʍ a i l s 
tqqymin	t k k i m i n 
tsqmiltn	t s k m i l t n 
tmtimtn	t m t i m t n 
tiʔxʷkʷunm	t i h u k w u n m 
txƛínaʔm	t ʍ ǁ i n a m 
txʷʔit	t h u i t 
tlap	t l a p 
txasmqn	t ʍ a s m k n 
tɬulaʔxʷ	t ɬ u l a h u 
txast	t ʍ a s t 
tkɬ	t k ɬ 
tq	t k 
tixxmnaqs	t i ʍ ʍ m n a k s 
tkaʔtusm	t k a t u s m 
tkʷkʷrkʷriʔs	t k w k w r k w r i s 
txʷʔaqs	t h u a k s 
tʕanya	t a n i a 
tkíkaʔt	t k i k a t 
taqqm	t a k k m 
tkic	t k i tʃ 
tlakan	t l a k a n 
txʷilm	t h u i l m 
talíʔ	t a l i 
tkʷumaqsm	t k w u m a k s m 
trqncut	t r k n tʃ u t 
txlaʕsqt	t ʍ l a s k t 
taɬt	t a ɬ t 
tkkmqsíɬaʔxʷ	t k k m k s i ɬ a h u 
tatqm	t a t k m 
tqclxɬniwt	t k tʃ l ʍ ɬ n i w t 
txaʕwscut	t ʍ a w s tʃ u t 
tyix	t i i ʍ 
txaʔníplaʔ	t ʍ a n i p l a 
txʷuy	t h u u i 
timɬ	t i m ɬ 
taras	t a r a s 
tkʷ	t k w 
tkʷkʷlilxkn	t k w k w l i l ʍ k n 
txʷʔikst	t h u i k s t 
tkʷulnaʔ	t k w u l n a 
tqlpmncut	t k l p m n tʃ u t 
tusaʔ	t u s a 
txtmist	t ʍ t m i s t 
tkʷaʔcínaʔ	t k w a tʃ i n a 
tkaʕplaʔmíst	t k a p l a m i s t 
tattʔímaʔkʷ	t a t t i m a k w 
taʔxʷknxcutn	t a h u k n ʍ tʃ u t n 
tkmiws	t k m i w s 
tamaʔ	t a m a 
taʕpqn	t a p k n 
txmícaʔ	t ʍ m i tʃ a 
tkmmaqstxn	t k m m a k s t ʍ n 
twaw	t w a w 
txƛpnu	t ʍ ǁ p n u 
txyxnmi	t ʍ i ʍ n m i 
taʔxʷsmíkʷt	t a h u s m i k w t 
tkʷitxnm	t k w i t ʍ n m 
tkʷkʷymus	t k w k w i m u s 
tkʷins	t k w i n s 
taʔxʷsqʷíylpm	t a h u s k w i i l p m 
txʷwsulaʔxʷ	t h u w s u l a h u 
txirrpt	t ʍ i r r p t 
tuʔckʷulaʔxʷ	t u tʃ k w u l a h u 
txʷtpmi	t h u t p m i 
tiʔxíl	t i ʍ i l 
tkʷllalqʷ	t k w l l a l k w 
txlkus	t ʍ l k u s 
txsxsus	t ʍ s ʍ s u s 
tkʷaʔliws	t k w a l i w s 
tawskícc	t a w s k i tʃ tʃ 
tqʷyaʕcaʔ	t k w i a tʃ a 
txlxalk	t ʍ l ʍ a l k 
taʔtaʔmíx	t a t a m i ʍ 
tkl	t k l 
tmscwcwxan	t m s tʃ w tʃ w ʍ a n 
txlaʕsxn	t ʍ l a s ʍ n 
tríwyaʔ	t r i w i a 
tixʷck	t i h u tʃ k 
txiʔ	t ʍ i 
tkʷƛ	t k w ǁ 
tmyiws	t m i i w s 
tmsqixʷxʷ	t m s k i h u h u 
txʷʔikn	t h u i k n 
tkmíplaʔtn	t k m i p l a t n 
tqʷyqʷay	t k w i k w a i 
tkktmncutm	t k k t m n tʃ u t m 
tlxʷ	t l h u 
twmstnu	t w m s t n u 
tkʷaxʷxʷlqs	t k w a h u h u l k s 
tqaccnaʔm	t k a tʃ tʃ n a m 
tkmíplaʔ	t k m i p l a 
tqclxalqʷ	t k tʃ l ʍ a l k w 
txsaqs	t ʍ s a k s 
tʔikʷ	t i k w 
taʔxís	t a ʍ i s 
tuʔ	t u 
tkmkniɬxʷ	t k m k n i ɬ h u 
tmsʔiɬn	t m s i ɬ n 
trtr	t r t r 
tmxʷ	t m h u 
taʔtaʔpíkst	t a t a p i k s t 
tíɬmist	t i ɬ m i s t 
tiʔxílm	t i ʍ i l m 
tksils	t k s i l s 
txʷxʷpaqsm	t h u h u p a k s m 
tinx	t i n ʍ 
txil	t ʍ i l 
txxnut	t ʍ ʍ n u t 
taʔkín	t a k i n 
tkmutm	t k m u t m 
tkʷpxixm	t k w p ʍ i ʍ m 
tw	t w 
tkʷskʷscutm	t k w s k w s tʃ u t m 
taʔxʷɬcqíln	t a h u ɬ tʃ k i l n 
tɬɬnu	t ɬ ɬ n u 
txʷysqilxʷ	t h u i s k i l h u 
tctaʕcpt	t tʃ t a tʃ p t 
tqʷlqʷl	t k w l k w l 
tkmkmaxn	t k m k m a ʍ n 
txxƛínaʔm	t ʍ ʍ ǁ i n a m 
txʷiƛkstm	t h u i ǁ k s t m 
txʷɬqəxʷsqaxaʔtnm	t h u ɬ k æ h u s k a ʍ a t n m 
tkʷukʷms	t k w u k w m s 
tqaq	t k a k 
tqip	t k i p 
txsasqt	t ʍ s a s k t 
tla	t l a 
txsqin	t ʍ s k i n 
tilm	t i l m 
tmxʷnu	t m h u n u 
taʔxʷsaʔstam	t a h u s a s t a m 
t	t 
tkɬam	t k ɬ a m 
twic	t w i tʃ 
tayxʷníp	t a i h u n i p 
taxt	t a ʍ t 
taʔxʷsqltmíxʷ	t a h u s k l t m i h u 
txmnwsakaʔst	t ʍ m n w s a k a s t 
txʷmst	t h u m s t 
tmtmxʷikn	t m t m h u i k n 
txaʔpam	t ʍ a p a m 
txpiws	t ʍ p i w s 
tqaʔawsíkn	t k a a w s i k n 
taʔtaʔmín	t a t a m i n 
taʔxlxíl	t a ʍ l ʍ i l 
ttyap	t t i a p 
tʕactct	t a tʃ t tʃ t 
tkʔsʔasíl	t k s a s i l 
twaʔtíwaʔ	t w a t i w a 
tkʷlkʷaʔlliws	t k w l k w a l l i w s 
txni	t ʍ n i 
tiw	t i w 
taʕc	t a tʃ 
tackanʔíƛltk	t a tʃ k a n i ǁ l t k 
tkampayn	t k a m p a i n 
tkʷƛpilxʷ	t k w ǁ p i l h u 
tkx	t k ʍ 
tkʷʔínaʔ	t k w i n a 
txaqqplaʔ	t ʍ a k k p l a 
txʷicp	t h u i tʃ p 
taʔxʷɬxʷíclaʔxʷtn	t a h u ɬ h u i tʃ l a h u t n 
tkxkxmalqʷ	t k ʍ k ʍ m a l k w 
tkʷínplaʔ	t k w i n p l a 
tqlqalwtínaʔ	t k l k a l w t i n a 
txiʔxan	t ʍ i ʍ a n 
tkʷaxʷxʷlqʷ	t k w a h u h u l k w 
tkʷulkstm	t k w u l k s t m 
twmist	t w m i s t 
twtíwaʔst	t w t i w a s t 
tkicc	t k i tʃ tʃ 
tqʷsqʷspísxn	t k w s k w s p i s ʍ n 
tqʷaqs	t k w a k s 
tknkníplaʔ	t k n k n i p l a 
tqimtqm	t k i m t k m 
tqywɬtiɬn	t k i w ɬ t i ɬ n 
tʕʷaʔtíʕʷaʔ	t a t i a 
tpcin	t p tʃ i n 
tlaʔxís	t l a ʍ i s 
tkiwlx	t k i w l ʍ 
tarr	t a r r 
taws	t a w s 
tspsípiʔxn	t s p s i p i ʍ n 
tumkst	t u m k s t 
txnalqʷ	t ʍ n a l k w 
tm	t m 
tt	t t 
tkʷtniɬxʷ	t k w t n i ɬ h u 
tƛkwtikn	t ǁ k w t i k n 
txwwals	t ʍ w w a l s 
tqʷlqʷiltm	t k w l k w i l t m 
tqʷamqʷmqs	t k w a m k w m k s 
ttiɬalqʷ	t t i ɬ a l k w 
tkʷnkʷinks	t k w n k w i n k s 
tɬtiɬxn	t ɬ t i ɬ ʍ n 
tkʷkʷxʷnʔínaʔ	t k w k w h u n i n a 
txyxan	t ʍ i ʍ a n 
taʔxʷkʷunm	t a h u k w u n m 
tmɬus	t m ɬ u s 
tr	t r 
tkckcnwixʷ	t k tʃ k tʃ n w i h u 
tkʔamtíwstn	t k a m t i w s t n 
trar	t r a r 
tap	t a p 
taʔxʷscuqʷy	t a h u s tʃ u k w i 
trqp	t r k p 
taʔp	t a p 
tʔikʷm	t i k w m 
tkiʔílpm	t k i i l p m 
tkʷnxik	t k w n ʍ i k 
tqʷílnaʔ	t k w i l n a 
tkʷaxʷlqʷ	t k w a h u l k w 
tkʷiƛpxn	t k w i ǁ p ʍ n 
ttwtwit	t t w t w i t 
txʷmqncut	t h u m k n tʃ u t 
tkkɬam	t k k ɬ a m 
tríwyaʔm	t r i w i a m 
taʔxʷɬntaʕpmutyaʔ	t a h u ɬ n t a p m u t i a 
tkʷitxlxm	t k w i t ʍ l ʍ m 
tkʷíxʷcaʔ	t k w i h u tʃ a 
tiwcn	t i w tʃ n 
tɬkimmn	t ɬ k i m m n 
tpmin	t p m i n 
tkʷllkʷils	t k w l l k w i l s 
tkaʔɬlxan	t k a ɬ l ʍ a n 
tiwmn	t i w m n 
tkʔasíl	t k a s i l 
txaxalʕasxn	t ʍ a ʍ a l a s ʍ n 
tqʷnqʷniɬp	t k w n k w n i ɬ p 
tamnipol	t a m n i p o l 
tkʷriʔqn	t k w r i k n 
tkʷƛkʷiƛxn	t k w ǁ k w i ǁ ʍ n 
tkmkmaqstxn	t k m k m a k s t ʍ n 
txʷɬcqiln	t h u ɬ tʃ k i l n 
tkmaxn	t k m a ʍ n 
txʷaʔxʷaʔtwílx	t h u a h u a t w i l ʍ 
tuxʷaʔ	t u h u a 
tkʔamutm	t k a m u t m 
tkʷnkʷins	t k w n k w i n s 
tkanxʷ	t k a n h u 
thahtmn	t h a h t m n 
txʷycin	t h u i tʃ i n 
tkwlxus	t k w l ʍ u s 
tkxnm	t k ʍ n m 
txʷstiklm	t h u s t i k l m 
tkiwlxm	t k i w l ʍ m 
trqqaq	t r k k a k 
txlkaqs	t ʍ l k a k s 
txʷsxʷscutm	t h u s h u s tʃ u t m 
tklkícaʔ	t k l k i tʃ a 
txʷyínaʔ	t h u i i n a 
txaʔxaʔtan	t ʍ a ʍ a t a n 
tqpiʔstn	t k p i s t n 
tkaʔkaʔɬlíkst	t k a k a ɬ l i k s t 
txʷarkst	t h u a r k s t 
tkxxan	t k ʍ ʍ a n 
txlkmi	t ʍ l k m i 
txaʕxaʕpusm	t ʍ a ʍ a p u s m 
trr	t r r 
tkpkipm	t k p k i p m 
taʔxʷɬxwíɬ	t a h u ɬ ʍ w i ɬ 
taʔxʷsqlaw	t a h u s k l a w 
tkmaxʷck	t k m a h u tʃ k 
tqqnu	t k k n u 
txʷip	t h u i p 
txwpmistm	t ʍ w p m i s t m 
txʷiwt	t h u i w t 
tkʷap	t k w a p 
