kɬllxʷlxʷus	k ɬ l l h u l h u u s 
kmatm	k m a t m 
ktkyalqʷ	k t k i a l k w 
kʔamɬníwt	k a m ɬ n i w t 
kɬmmaʕ	k ɬ m m a 
ksqʷsaqʷ	k s k w s a k w 
kmiks	k m i k s 
kcíkknaʔ	k tʃ i k k n a 
ktmlxʷncut	k t m l h u n tʃ u t 
kmahqnmíst	k m a h k n m i s t 
kɬqʷupstn	k ɬ k w u p s t n 
kcamliʔsus	k tʃ a m l i s u s 
kƛlpminm	k ǁ l p m i n m 
kɬyyirws	k ɬ i i i r w s 
ksqʷilp	k s k w i l p 
ktaʔtaʔpasqtm	k t a t a p a s k t m 
kcwqalqʷ	k tʃ w k a l k w 
kɬqlltus	k ɬ k l l t u s 
ks	k s 
ktmaʕplaʔ	k t m a p l a 
kciwkst	k tʃ i w k s t 
kslxʷaʔíkst	k s l h u a i k s t 
kwapp	k w a p p 
kɬaʔpínk	k ɬ a p i n k 
kstikl	k s t i k l 
kcwtikxt	k tʃ w t i k ʍ t 
kmyínaʔm	k m i i n a m 
kcxʷ	k tʃ h u 
ktixps	k t i ʍ p s 
kwlupaʔs	k w l u p a s 
kʕaxcaʔ	k a ʍ tʃ a 
kɬqqilxm	k ɬ k k i l ʍ m 
kwswsxníkaʔst	k w s w s ʍ n i k a s t 
kmaʕmaʕqínm	k m a m a k i n m 
ksixlxst	k s i ʍ l ʍ s t 
kɬxʷɬíxʷnaʔ	k ɬ h u ɬ i h u n a 
kmyus	k m i u s 
kpaʔpaʔsílxtn	k p a p a s i l ʍ t n 
ksc	k s tʃ 
kʔaslus	k a s l u s 
kakʔam	k a k a m 
ksxt	k s ʍ t 
kʕayʕayxan	k a i a i ʍ a n 
ksisplk	k s i s p l k 
kɬsílxʷaʔ	k ɬ s i l h u a 
kyastím	k i a s t i m 
kʔamtíkn	k a m t i k n 
kpɬpaʕɬs	k p ɬ p a ɬ s 
ksaʔxus	k s a ʍ u s 
kpllups	k p l l u p s 
kmyskʷt	k m i s k w t 
kɬqaqlwlp	k ɬ k a k l w l p 
kɬticlxʷ	k ɬ t i tʃ l h u 
kmaʔmncut	k m a m n tʃ u t 
kstim	k s t i m 
ktaqxnm	k t a k ʍ n m 
kylpaqs	k i l p a k s 
kɬqɬqínaʔ	k ɬ k ɬ k i n a 
kcwcʕʷaxn	k tʃ w tʃ a ʍ n 
klkʷkʷínaʔ	k l k w k w i n a 
kicxst	k i tʃ ʍ s t 
kɬpap	k ɬ p a p 
kɬttqus	k ɬ t t k u s 
kwxkniɬxʷ	k w ʍ k n i ɬ h u 
kppsƛʔíkaʔst	k p p s ǁ i k a s t 
kccmus	k tʃ tʃ m u s 
kpaxm	k p a ʍ m 
kʔawskníyaʔ	k a w s k n i i a 
ksixpícaʔ	k s i ʍ p i tʃ a 
ktɬtiɬs	k t ɬ t i ɬ s 
kɬxʷaxʷist	k ɬ h u a h u i s t 
kɬxʷmusaʔ	k ɬ h u m u s a 
kciwqn	k tʃ i w k n 
kɬkʷliwt	k ɬ k w l i w t 
ksíyaʔtn	k s i i a t n 
kwwal	k w w a l 
kɬcalqʷtn	k ɬ tʃ a l k w t n 
klaʕmín	k l a m i n 
kcqaq	k tʃ k a k 
kɬkiws	k ɬ k i w s 
kwal	k w a l 
kɬɬtmnalqʷtn	k ɬ ɬ t m n a l k w t n 
kcíknaʔ	k tʃ i k n a 
kaʔcanm	k a tʃ a n m 
kʔayqalqʷ	k a i k a l k w 
kʔaslícaʔ	k a s l i tʃ a 
kaʔcnmast	k a tʃ n m a s t 
kɬɬkus	k ɬ ɬ k u s 
kmaxn	k m a ʍ n 
kɬpmncut	k ɬ p m n tʃ u t 
knmqin	k n m k i n 
kʕacalqʷ	k a tʃ a l k w 
kʕayxan	k a i ʍ a n 
kwpwpaqstxn	k w p w p a k s t ʍ n 
ktyypalqʷ	k t i i p a l k w 
kspiʔalqs	k s p i a l k s 
kkaylm	k k a i l m 
kttuxʷqn	k t t u h u k n 
kƛaʔƛaʔusm	k ǁ a ǁ a u s m 
kɬtwist	k ɬ t w i s t 
kʔamplaʔncut	k a m p l a n tʃ u t 
ktytypus	k t i t i p u s 
kʕaxʕaxcaʔ	k a ʍ a ʍ tʃ a 
kcxʷils	k tʃ h u i l s 
ktkʷtkʷʔutm	k t k w t k w u t m 
ktkʷtkʷíws	k t k w t k w i w s 
ktktkusm	k t k t k u s m 
kpplpllikst	k p p l p l l i k s t 
kilkl	k i l k l 
kɬkkwapaʔ	k ɬ k k w a p a 
kmcmaʕcs	k m tʃ m a tʃ s 
ktmalxʷ	k t m a l h u 
ktimlps	k t i m l p s 
kc	k tʃ 
kɬɬxʷíplaʔ	k ɬ ɬ h u i p l a 
kcyícaʔm	k tʃ i i tʃ a m 
kmymypusm	k m i m i p u s m 
ktltíplaʔ	k t l t i p l a 
kɬtaʕpɬlníwt	k ɬ t a p ɬ l n i w t 
kmíynaʔ	k m i i n a 
kmuss	k m u s s 
ksklaxʷ	k s k l a h u 
ktɬtaɬ	k t ɬ t a ɬ 
kyayílpsm	k i a i i l p s m 
kɬqclxikn	k ɬ k tʃ l ʍ i k n 
kɬylikʷlxqn	k ɬ i l i k w l ʍ k n 
ksʕayp	k s a i p 
kʔawskaʕm	k a w s k a m 
kʕaxʷ	k a h u 
kɬnxaʔcín	k ɬ n ʍ a tʃ i n 
kcxʷcixʷs	k tʃ h u tʃ i h u s 
ktɬxniwt	k t ɬ ʍ n i w t 
kɬmaʕcnítkʷ	k ɬ m a tʃ n i t k w 
kɬkwap	k ɬ k w a p 
kkyikst	k k i i k s t 
kmnu	k m n u 
kcahham	k tʃ a h h a m 
kɬil	k ɬ i l 
kɬtɬxitkʷ	k ɬ t ɬ ʍ i t k w 
kplkʷícaʔ	k p l k w i tʃ a 
kaʕy	k a i 
ktkʷínaʔ	k t k w i n a 
kyaʕptan	k i a p t a n 
kylyulqstxn	k i l i u l k s t ʍ n 
kmiƛmn	k m i ǁ m n 
kxnsulaʔxʷ	k ʍ n s u l a h u 
kʔawskt	k a w s k t 
ktitqʷs	k t i t k w s 
kcrcríkaʔst	k tʃ r tʃ r i k a s t 
kmlmltwíxʷ	k m l m l t w i h u 
kɬkʷillxʷ	k ɬ k w i l l h u 
kíkxaʔ	k i k ʍ a 
klkʷut	k l k w u t 
knknxtwixʷ	k n k n ʍ t w i h u 
kslip	k s l i p 
kwtwilx	k w t w i l ʍ 
kcwciwkst	k tʃ w tʃ i w k s t 
kaʔɬlʔapnkspíntk	k a ɬ l a p n k s p i n t k 
ktqtaqmkst	k t k t a k m k s t 
kcaʔqnlcut	k tʃ a k n l tʃ u t 
kɬtkʷkʷítkʷ	k ɬ t k w k w i t k w 
ktɬxiws	k t ɬ ʍ i w s 
kyqip	k i k i p 
kaʔkaʔmnm	k a k a m n m 
kaʔɬlus	k a ɬ l u s 
kpiqcaʔ	k p i k tʃ a 
kmalxaʔmnm	k m a l ʍ a m n m 
kƛaq	k ǁ a k 
ksrícaʔ	k s r i tʃ a 
kɬtmmalxʷ	k ɬ t m m a l h u 
klkilx	k l k i l ʍ 
kɬnwslxilsm	k ɬ n w s l ʍ i l s m 
kyqalqʷ	k i k a l k w 
kwalnaʔ	k w a l n a 
ktixʷxʷtn	k t i h u h u t n 
kccniws	k tʃ tʃ n i w s 
kɬcmin	k ɬ tʃ m i n 
klkʷkʷxnmin	k l k w k w ʍ n m i n 
ksspalqtn	k s s p a l k t n 
kpaʔs	k p a s 
kʔamtíwstn	k a m t i w s t n 
kɬpɬiwt	k ɬ p ɬ i w t 
kɬmulm	k ɬ m u l m 
kaʔɬís	k a ɬ i s 
kƛlikst	k ǁ l i k s t 
kswplaʔmíst	k s w p l a m i s t 
kɬtaʔpílsxn	k ɬ t a p i l s ʍ n 
kɬyx	k ɬ i ʍ 
kcwínaʔ	k tʃ w i n a 
ktkʷtkʷip	k t k w t k w i p 
kaʔkʔusm	k a k u s m 
kʔawskʔamtíltm	k a w s k a m t i l t m 
knaqscn	k n a k s tʃ n 
ksr	k s r 
klxʷpxn	k l h u p ʍ n 
kɬyxʷtpalqs	k ɬ i h u t p a l k s 
kcwqisxn	k tʃ w k i s ʍ n 
kɬtkʷkʷikn	k ɬ t k w k w i k n 
kywyʕʷink	k i w i i n k 
kɬxnxnink	k ɬ ʍ n ʍ n i n k 
kwasxnqn	k w a s ʍ n k n 
kickct	k i tʃ k tʃ t 
kɬʕaccí	k ɬ a tʃ tʃ i 
kpɬpaʕɬɬs	k p ɬ p a ɬ ɬ s 
kɬaxʷp	k ɬ a h u p 
kɬtkʷus	k ɬ t k w u s 
kɬtpmncut	k ɬ t p m n tʃ u t 
ksaʔxlxíws	k s a ʍ l ʍ i w s 
ktkmmaqstxn	k t k m m a k s t ʍ n 
kɬxyaɬnxʷ	k ɬ ʍ i a ɬ n h u 
klwlʕʷsaxnm	k l w l s a ʍ n m 
kmypínaʔm	k m i p i n a m 
kɬllaqʷ	k ɬ l l a k w 
kalaʔm	k a l a m 
kʔawsnpkʷmnítkʷ	k a w s n p k w m n i t k w 
kʔawscunm	k a w s tʃ u n m 
kɬtakʷ	k ɬ t a k w 
kʔaslíkstm	k a s l i k s t m 
kylmxʷíplaʔ	k i l m h u i p l a 
kʕax	k a ʍ 
kcwaʕqstxn	k tʃ w a k s t ʍ n 
kaʔɬʔupnkspíntk	k a ɬ u p n k s p i n t k 
kɬippcn	k ɬ i p p tʃ n 
kcsalxʷ	k tʃ s a l h u 
kʕacʕacícaʔ	k a tʃ a tʃ i tʃ a 
kllkʷílaʔx	k l l k w i l a ʍ 
ktɬxknups	k t ɬ ʍ k n u p s 
kliq	k l i k 
kɬʕaxíkntn	k ɬ a ʍ i k n t n 
klkmnalqʷ	k l k m n a l k w 
kʕʷyncutm	k i n tʃ u t m 
klʕʷ	k l 
kɬʕaxík	k ɬ a ʍ i k 
kapíc	k a p i tʃ 
kmlsmist	k m l s m i s t 
ksaʕʷss	k s a s s 
kʔawsíwst	k a w s i w s t 
kƛʔíplaʔ	k ǁ i p l a 
kɬxʷist	k ɬ h u i s t 
ksʔayxʷtayn	k s a i h u t a i n 
ktxʷtasqt	k t h u t a s k t 
kcqink	k tʃ k i n k 
kɬcq	k ɬ tʃ k 
kin	k i n 
kpiqlqʷ	k p i k l k w 
kɬʔiʔaʕws	k ɬ i a w s 
kcmínaʔ	k tʃ m i n a 
kɬclxʷ	k ɬ tʃ l h u 
knanaʔqs	k n a n a k s 
kpaʔɬínaʔ	k p a ɬ i n a 
kcaʔxísxn	k tʃ a ʍ i s ʍ n 
kʔamtknupsm	k a m t k n u p s m 
ksxan	k s ʍ a n 
kʕayíkst	k a i i k s t 
kcqiw	k tʃ k i w 
kcaxʷ	k tʃ a h u 
kn	k n 
kʔupnkstɬknaqs	k u p n k s t ɬ k n a k s 
kylus	k i l u s 
kmaxqnmíst	k m a ʍ k n m i s t 
kɬpayyq	k ɬ p a i i k 
kɬsal	k ɬ s a l 
ktɬtaɬqstxn	k t ɬ t a ɬ k s t ʍ n 
ksnxʷaqʷmn	k s n h u a k w m n 
kɬuʔxʷws	k ɬ u h u w s 
kcwciwqn	k tʃ w tʃ i w k n 
kcllalqʷ	k tʃ l l a l k w 
kɬyaʕʷtm	k ɬ i a t m 
kɬxʷpínaʔ	k ɬ h u p i n a 
kmɬspminm	k m ɬ s p m i n m 
kaʔɬlasxn	k a ɬ l a s ʍ n 
kɬʔamtus	k ɬ a m t u s 
kɬnwslxilx	k ɬ n w s l ʍ i l ʍ 
klkícaʔtn	k l k i tʃ a t n 
kwtn	k w t n 
kɬcqi	k ɬ tʃ k i 
kʔawscaʕʷlx	k a w s tʃ a l ʍ 
kaʔɬlíp	k a ɬ l i p 
kcspus	k tʃ s p u s 
klkak	k l k a k 
kʔasílm	k a s i l m 
kɬpɬpaqstxn	k ɬ p ɬ p a k s t ʍ n 
knnsaʕyntn	k n n s a i n t n 
kɬmaʕítkʷ	k ɬ m a i t k w 
kɬaʔmíws	k ɬ a m i w s 
knqaʔqaʔíws	k n k a k a i w s 
kɬmiws	k ɬ m i w s 
kpiɬws	k p i ɬ w s 
kptaʕnaʔ	k p t a n a 
kʔawswík	k a w s w i k 
kcaʔcakʷaʔ	k tʃ a tʃ a k w a 
kwtwtan	k w t w t a n 
kʕaccaʔ	k a tʃ tʃ a 
kʔasʔasíl	k a s a s i l 
ktlm	k t l m 
kiʔalxnm	k i a l ʍ n m 
klkam	k l k a m 
kɬtap	k ɬ t a p 
kƛʔustn	k ǁ u s t n 
kmʔikstm	k m i k s t m 
kʔaskʷlkníɬxʷ	k a s k w l k n i ɬ h u 
kcahmst	k tʃ a h m s t 
kim	k i m 
kskkasaʔt	k s k k a s a t 
kɬtɬxus	k ɬ t ɬ ʍ u s 
kaʔkaʔnxan	k a k a n ʍ a n 
kstarqpncut	k s t a r k p n tʃ u t 
kmix	k m i ʍ 
kɬxsxsus	k ɬ ʍ s ʍ s u s 
klmlmxqin	k l m l m ʍ k i n 
kɬxƛmilx	k ɬ ʍ ǁ m i l ʍ 
kaʔɬlspíntk	k a ɬ l s p i n t k 
kyaʕcínm	k i a tʃ i n m 
kɬtiɬɬx	k ɬ t i ɬ ɬ ʍ 
kʔxilm	k ʍ i l m 
kɬkiw	k ɬ k i w 
kttimm	k t t i m m 
kmɬɬqínaʔ	k m ɬ ɬ k i n a 
kɬtpmiws	k ɬ t p m i w s 
kɬttkʷitkʷtn	k ɬ t t k w i t k w t n 
ktmɬtiɬn	k t m ɬ t i ɬ n 
kɬnwswíslxtn	k ɬ n w s w i s l ʍ t n 
ktɬxkniɬxʷ	k t ɬ ʍ k n i ɬ h u 
kʔammtílt	k a m m t i l t 
kɬaʔɬaʔm	k ɬ a ɬ a m 
kɬqʷilm	k ɬ k w i l m 
kaʔ	k a 
ksaqʷ	k s a k w 
ktrqʷínaʔ	k t r k w i n a 
kɬaʔxʷískiʔt	k ɬ a h u i s k i t 
ktxʷmin	k t h u m i n 
kaʔkíc	k a k i tʃ 
kʕʷlʕʷlínaʔ	k l l i n a 
knkʷínplaʔ	k n k w i n p l a 
ksaxʷtm	k s a h u t m 
ksskʷutm	k s s k w u t m 
kɬciw	k ɬ tʃ i w 
kɬɬxʷalqʷm	k ɬ ɬ h u a l k w m 
ktrqícaʔ	k t r k i tʃ a 
kɬcɬaʕcp	k ɬ tʃ ɬ a tʃ p 
kmumlxm	k m u m l ʍ m 
ktkʷiws	k t k w i w s 
kʷrícaʔ	k w r i tʃ a 
kʷaɬnxix	k w a ɬ n ʍ i ʍ 
kʷkʷrkʷrisxn	k w k w r k w r i s ʍ n 
kʷriʔs	k w r i s 
kʷukʷ	k w u k w 
kʷmaɬ	k w m a ɬ 
kʷʔax	k w a ʍ 
kʷriʔ	k w r i 
kʷusxn	k w u s ʍ n 
kʷɬnulaʔxʷ	k w ɬ n u l a h u 
kʷumm	k w u m m 
kʷaʔ	k w a 
kʷlalqsm	k w l a l k s m 
kʷnim	k w n i m 
kʷʔus	k w u s 
kʷixʷ	k w i h u 
kʷnmist	k w n m i s t 
kʷíkʷi	k w i k w i 
kʷumcn	k w u m tʃ n 
kʷaʕta	k w a t a 
kʷɬnxixm	k w ɬ n ʍ i ʍ m 
kʷckʷcamya	k w tʃ k w tʃ a m i a 
kʷʔal	k w a l 
kʷusmiʔst	k w u s m i s t 
kʷnkʷinks	k w n k w i n k s 
kʷnkʷank	k w n k w a n k 
kʷkʷlkʷlalxʷ	k w k w l k w l a l h u 
kʷusu	k w u s u 
kʷlulaʔxʷ	k w l u l a h u 
kʷnkʷnksnwixʷm	k w n k w n k s n w i h u m 
kʷu	k w u 
kʷl	k w l 
kʷmiɬ	k w m i ɬ 
kʷanx	k w a n ʍ 
kʷlkʷlaʕkn	k w l k w l a k n 
kʷus	k w u s 
kʷmiwt	k w m i w t 
kʷllaxn	k w l l a ʍ n 
kʷlwtɬcitxʷ	k w l w t ɬ tʃ i t h u 
kʷlx	k w l ʍ 
kʷum	k w u m 
kʷkscut	k w k s tʃ u t 
kʷiʔkʷayt	k w i k w a i t 
kʷykʷyutm	k w i k w i u t m 
kʷrkʷraʔtíɬaʔp	k w r k w r a t i ɬ a p 
kʷimcxn	k w i m tʃ ʍ n 
kʷkʷuykʷy	k w k w u i k w i 
kʷmxixm	k w m ʍ i ʍ m 
kʷykʷytasqt	k w i k w i t a s k t 
kʷi	k w i 
kʷniʔst	k w n i s t 
kʷalst	k w a l s t 
kʷalt	k w a l t 
kʷrkʷaʔrus	k w r k w a r u s 
kʷistm	k w i s t m 
kʷikʷitas	k w i k w i t a s 
kʷnxix	k w n ʍ i ʍ 
kʷykʷytas	k w i k w i t a s 
kʷkʷil	k w k w i l 
kʷlkʷlaʕqn	k w l k w l a k n 
kʷlxulaʔxʷ	k w l ʍ u l a h u 
kʷlkʷils	k w l k w i l s 
kʷykʷayt	k w i k w a i t 
kʷaʔkʷʔal	k w a k w a l 
kʷriʔxn	k w r i ʍ n 
kʷnkʷntwixʷ	k w n k w n t w i h u 
kʷlkʷllaqn	k w l k w l l a k n 
kʷa	k w a 
kʷrriʔ	k w r r i 
kʷrkʷriʔɬmlx	k w r k w r i ɬ m l ʍ 
kʷill	k w i l l 
kʷltasqt	k w l t a s k t 
kʷiɬ	k w i ɬ 
kʷinks	k w i n k s 
kʷliwtn	k w l i w t n 
kʷƛup	k w ǁ u p 
kʷul	k w u l 
kʷawtulaʔxʷ	k w a w t u l a h u 
kʷkʷimn	k w k w i m n 
kʷlkʷil	k w l k w i l 
kʷɬnink	k w ɬ n i n k 
kʷkʷlal	k w k w l a l 
kʷrnikʷ	k w r n i k w 
kʷlstiɬn	k w l s t i ɬ n 
kʷara	k w a r a 
kʷlwtlwis	k w l w t l w i s 
kʷkʷinnst	k w k w i n n s t 
kʷuxaʔstmínaʔ	k w u ʍ a s t m i n a 
kʷp	k w p 
kʷnmutyaʔ	k w n m u t i a 
kʷaʔkʷaʔlxan	k w a k w a l ʍ a n 
kʷuskʷst	k w u s k w s t 
kʷnɬƛaqnaʔm	k w n ɬ ǁ a k n a m 
kʷnɬnqaʔiws	k w n ɬ n k a i w s 
kʷskscut	k w s k s tʃ u t 
kʷnnu	k w n n u 
kʷrayʔ	k w r a i 
kʷsscin	k w s s tʃ i n 
kʷ	k w 
kʷkʷlíwaʔt	k w k w l i w a t 
kʷuɬ	k w u ɬ 
kʷkʷaʕst	k w k w a s t 
kʷrkʷraqstxn	k w r k w r a k s t ʍ n 
kʷliwt	k w l i w t 
kʷsimt	k w s i m t 
kʷlst	k w l s t 
kʷc	k w tʃ 
kʷniʔutyaʔ	k w n i u t i a 
kʷukʷaʔ	k w u k w a 
kʷnsqilxʷ	k w n s k i l h u 
kʷnɬcikʷsxn	k w n ɬ tʃ i k w s ʍ n 
kʷlkʷlalxʷ	k w l k w l a l h u 
kʷilstnm	k w i l s t n m 
kʷaʔɬus	k w a ɬ u s 
kʷlkʷaʕqn	k w l k w a k n 
kʷɬn	k w ɬ n 
kʷskʷus	k w s k w u s 
kʷillxʷ	k w i l l h u 
kʷnswíkɬca	k w n s w i k ɬ tʃ a 
kʷupp	k w u p p 
kʷincxn	k w i n tʃ ʍ n 
kʷil	k w i l 
kʷlalxʷ	k w l a l h u 
kʷni	k w n i 
kʷkʷxusm	k w k w ʍ u s m 
kʷukʷus	k w u k w u s 
kʷnxtwixʷm	k w n ʍ t w i h u m 
kʷskʷscut	k w s k w s tʃ u t 
kʷnmin	k w n m i n 
kʷlkʷliwt	k w l k w l i w t 
kʷrxan	k w r ʍ a n 
kʷuxstmínaʔ	k w u ʍ s t m i n a 
kʷlxínaʔm	k w l ʍ i n a m 
kʷata	k w a t a 
kʷrkʷarws	k w r k w a r w s 
kʷnikstm	k w n i k s t m 
kʷrilxʷ	k w r i l h u 
kʷawʔíkʷ	k w a w i k w 
kʷukʷscut	k w u k w s tʃ u t 
kʷnkʷnksnwixʷ	k w n k w n k s n w i h u 
kʷrkʷraʔtíɬp	k w r k w r a t i ɬ p 
kʷlwtqsiws	k w l w t k s i w s 
kʷtxʷlíʔpustxn	k w t h u l i p u s t ʍ n 
kʷʔalx	k w a l ʍ 
kʷrikʷ	k w r i k w 
kʷaʕct	k w a tʃ t 
kʷlstnimn	k w l s t n i m n 
kʷaʕp	k w a p 
kʷaʔkʷʔalx	k w a k w a l ʍ 
kʷnɬqyminm	k w n ɬ k i m i n m 
kʷils	k w i l s 
kʷmkʷum	k w m k w u m 
kʷilkʷlstnm	k w i l k w l s t n m 
kʷiw	k w i w 
kʷkʷriʔt	k w k w r i t 
kʷltpis	k w l t p i s 
kʷrkʷaru	k w r k w a r u 
kʷrkʷrícaʔ	k w r k w r i tʃ a 
kʷutwn	k w u t w n 
kʷllqsiws	k w l l k s i w s 
kʷnksnwixʷ	k w n k s n w i h u 
kʷniutyaʔ	k w n i u t i a 
kʷctaʕmn	k w tʃ t a m n 
kʷilstn	k w i l s t n 
kʷsiw	k w s i w 
kʷitt	k w i t t 
kʷkʷlkʷlalaʔxʷ	k w k w l k w l a l a h u 
kʷlal	k w l a l 
kʷkʷrkʷriʔ	k w k w r k w r i 
kʷmlscut	k w m l s tʃ u t 
kʷlícaʔ	k w l i tʃ a 
kɬkylxʷílstn	k ɬ k i l h u i l s t n 
kxʷxʷumm	k h u h u u m m 
kɬcnmaʔxtwíxʷ	k ɬ tʃ n m a ʍ t w i h u 
kɬklxʷmst	k ɬ k l h u m s t 
kɬkmcin	k ɬ k m tʃ i n 
kamtqínm	k a m t k i n m 
kɬʔamlwís	k ɬ a m l w i s 
kɬnknik	k ɬ n k n i k 
kɬwahncut	k ɬ w a h n tʃ u t 
kɬkʷʔínmaʔ	k ɬ k w i n m a 
kaʔkaʔqínxn	k a k a k i n ʍ n 
kɬtwaq	k ɬ t w a k 
kɬkʷllink	k ɬ k w l l i n k 
kyikst	k i i k s t 
kɬnkmip	k ɬ n k m i p 
kɬtqap	k ɬ t k a p 
kɬyxʷtisxn	k ɬ i h u t i s ʍ n 
klnaʔm	k l n a m 
kɬqax	k ɬ k a ʍ 
kɬnspip	k ɬ n s p i p 
kɬtkʷ	k ɬ t k w 
kyalqʷ	k i a l k w 
kɬqit	k ɬ k i t 
kaɬʔípm	k a ɬ i p m 
kwup	k w u p 
kɬuxsíɬxʷ	k ɬ u ʍ s i ɬ h u 
kaɬaɬaʔm	k a ɬ a ɬ a m 
knp	k n p 
kas	k a s 
kyicasqt	k i i tʃ a s k t 
kɬcnmʔik	k ɬ tʃ n m i k 
kikm	k i k m 
kɬʕalmin	k ɬ a l m i n 
kɬciq	k ɬ tʃ i k 
kɬɬwaxn	k ɬ ɬ w a ʍ n 
kɬmlqʷcinxn	k ɬ m l k w tʃ i n ʍ n 
kʔas	k a s 
kɬpxpxncut	k ɬ p ʍ p ʍ n tʃ u t 
kɬnƛaqp	k ɬ n ǁ a k p 
kɬkʷi	k ɬ k w i 
kíkwaʔ	k i k w a 
kɬyrkʷcníkaʔst	k ɬ i r k w tʃ n i k a s t 
kɬqʷsmin	k ɬ k w s m i n 
kɬntɬip	k ɬ n t ɬ i p 
kasílm	k a s i l m 
ktpiys	k t p i i s 
kɬʔaɬxʷícaʔ	k ɬ a ɬ h u i tʃ a 
kswilx	k s w i l ʍ 
kɬcspst	k ɬ tʃ s p s t 
kamatqn	k a m a t k n 
kɬkic	k ɬ k i tʃ 
kalkʷsislptn	k a l k w s i s l p t n 
kɬxq	k ɬ ʍ k 
kɬcaw	k ɬ tʃ a w 
kaɬʔalʔalqʷ	k a ɬ a l a l k w 
kawíwlx	k a w i w l ʍ 
kamtɬníwt	k a m t ɬ n i w t 
kɬkʷukʷm	k ɬ k w u k w m 
kɬwaxnm	k ɬ w a ʍ n m 
kɬʔamcnítkʷ	k ɬ a m tʃ n i t k w 
kastkínaʔ	k a s t k i n a 
kaʔxíʔ	k a ʍ i 
kɬkmípaʔst	k ɬ k m i p a s t 
kast	k a s t 
katqnm	k a t k n m 
kkra	k k r a 
kɬwik	k ɬ w i k 
kɬʔakswxínk	k ɬ a k s w ʍ i n k 
kskas	k s k a s 
kykytníɬp	k i k i t n i ɬ p 
kɬkaʔkʔaʔ	k ɬ k a k a 
kɬxyscinxn	k ɬ ʍ i s tʃ i n ʍ n 
kɬxʷipmn	k ɬ h u i p m n 
kɬnxnip	k ɬ n ʍ n i p 
kɬʔaysncut	k ɬ a i s n tʃ u t 
kníyaʔtn	k n i i a t n 
kɬslxan	k ɬ s l ʍ a n 
kah	k a h 
kɬxʷcxixm	k ɬ h u tʃ ʍ i ʍ m 
kɬkʷisst	k ɬ k w i s s t 
kɬʔaxʷʔaxʷkʷunm	k ɬ a h u a h u k w u n m 
kɬxxlus	k ɬ ʍ ʍ l u s 
ka	k a 
kɬʔaccqaʔ	k ɬ a tʃ tʃ k a 
kaʕʷmíst	k a m i s t 
kɬnkʷƛip	k ɬ n k w ǁ i p 
kɬƛaʔ	k ɬ ǁ a 
kamtíws	k a m t i w s 
kɬqʷaʕpxan	k ɬ k w a p ʍ a n 
kɬswswaʕt	k ɬ s w s w a t 
ksitkʷ	k s i t k w 
kamtwílm	k a m t w i l m 
kɬwkʷcut	k ɬ w k w tʃ u t 
kaʔtcnítkʷ	k a t tʃ n i t k w 
klaʔm	k l a m 
kɬmaʕ	k ɬ m a 
kɬyxʷutm	k ɬ i h u u t m 
kɬʕalmín	k ɬ a l m i n 
kɬpulɬcaʔ	k ɬ p u l ɬ tʃ a 
kstmi	k s t m i 
kɬcah	k ɬ tʃ a h 
kíxʷmiʔst	k i h u m i s t 
kɬnwaʔsws	k ɬ n w a s w s 
kɬkmkmuɬ	k ɬ k m k m u ɬ 
kɬcaʕs	k ɬ tʃ a s 
kɬɬqilx	k ɬ ɬ k i l ʍ 
kr	k r 
kɬʔiys	k ɬ i i s 
kaʔtmíst	k a t m i s t 
kɬtk	k ɬ t k 
kɬʔiqʷ	k ɬ i k w 
kɬnwis	k ɬ n w i s 
kɬkʷiƛpt	k ɬ k w i ǁ p t 
kssmilx	k s s m i l ʍ 
kɬnʔaslmíp	k ɬ n a s l m i p 
kxʷkxʷap	k h u k h u a p 
kkaƛlxʷ	k k a ǁ l h u 
kɬklaxʷ	k ɬ k l a h u 
kayam	k a i a m 
kɬxaʔt	k ɬ ʍ a t 
kɬnkahkʷpnu	k ɬ n k a h k w p n u 
kskast	k s k a s t 
kɬɬpmncut	k ɬ ɬ p m n tʃ u t 
kɬclus	k ɬ tʃ l u s 
kaɬɬaʔmulaʔxʷ	k a ɬ ɬ a m u l a h u 
kawsíwst	k a w s i w s t 
kɬpaʔxmín	k ɬ p a ʍ m i n 
kɬkicx	k ɬ k i tʃ ʍ 
kɬlqlq	k ɬ l k l k 
kɬnsppip	k ɬ n s p p i p 
kɬiʔa	k ɬ i a 
kɬqɬɬnumt	k ɬ k ɬ ɬ n u m t 
klaʔ	k l a 
kɬpul	k ɬ p u l 
kɬqysmist	k ɬ k i s m i s t 
kɬkʷinxʷc	k ɬ k w i n h u tʃ 
ktpiʔst	k t p i s t 
kɬƛʔam	k ɬ ǁ a m 
kɬxsink	k ɬ ʍ s i n k 
kɬyir	k ɬ i i r 
kmikn	k m i k n 
kɬpn	k ɬ p n 
kɬyrcin	k ɬ i r tʃ i n 
kíyaʔ	k i i a 
ktip	k t i p 
kslscut	k s l s tʃ u t 
kmmlqsikst	k m m l k s i k s t 
kɬsla	k ɬ s l a 
kɬyxʷlscut	k ɬ i h u l s tʃ u t 
kaɬʔíkn	k a ɬ i k n 
kaɬaʔx	k a ɬ a ʍ 
kɬlkam	k ɬ l k a m 
kɬplmink	k ɬ p l m i n k 
kɬkicxst	k ɬ k i tʃ ʍ s t 
kɬxarmn	k ɬ ʍ a r m n 
